scientific name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Polygonum sibiricum var. thomsonii,Ï¸Ò¶Î÷²®ÀûÑÇŞ¤,6,9,6,9,NA,Polygonaceae,CB
Polygonum sieboldii,¼ıÒ¶Ş¤,6,9,8,10,NA,Polygonaceae,CB
Polygonum sinomontanum,³á±úŞ¤,7,8,9,10,Polygonum,Polygonaceae,CB
Polygonum sparsipilosum,ÈáÃ«Ş¤,6,7,8,9,Polygonum,Polygonaceae,CB
Polygonum sparsipilosum var. hubertii,ÏÙµãÈáÃ«Ş¤,NA,NA,NA,NA,NA,Polygonaceae,CB
Polygonum strigosum,²ÚÃ«Ş¤,8,9,9,10,NA,Polygonaceae,CB
Polygonum strindbergii,Æ½ÎÔŞ¤,4,5,5,6,Polygonum,Polygonaceae,CB
Polygonum suffultoides,ÖéÑ¿Ö§ÖùŞ¤,7,7,NA,NA,Polygonum,Polygonaceae,CB
Polygonum suffultum,Ö§ÖùŞ¤,6,7,7,10,Polygonum,Polygonaceae,CB
Polygonum suffultum var. pergracile,Ï¸ËëÖ§ÖùŞ¤,NA,NA,NA,NA,NA,Polygonaceae,CB
Polygonum thunbergii,êªÒ¶Ş¤,7,9,8,10,Polygonum,Polygonaceae,CB
Polygonum tibeticum,Î÷²ØŞ¤,8,9,9,10,Polygonum,Polygonaceae,WD
Polygonum tortuosum,²æÖ¦Ş¤,7,8,9,10,NA,Polygonaceae,WD
Polygonum viscoferum,Õ³Ş¤,7,9,8,10,Polygonum,Polygonaceae,CB
Polygonum viscosum,ÏãŞ¤,7,9,8,10,Polygonum,Polygonaceae,CB
Polygonum viviparum,ÖéÑ¿Ş¤,5,7,7,9,Polygonum,Polygonaceae,CB
Polygonum viviparum var. tenuifolium,Ï¸Ò¶ÖéÑ¿Ş¤,NA,NA,NA,NA,NA,Polygonaceae,CB
Polygonum wallichii,ÇòĞòŞ¤,7,8,8,10,Polygonum,Polygonaceae,CB
Polypogon fugax,°ôÍ·²İ,4,9,4,9,NA,Poaceae,CB
Polypogon monspeliensis,³¤Ã¢°ôÍ·²İ,5,10,5,10,Polypogon,Poaceae,CB
Polyspora axillaris,´óÍ·²è,9,10,11,12,NA,Theaceae,WD
Polyspora speciosa,ËÄ´¨´óÍ·²è,8,11,9,12,NA,Theaceae,WD
Pomatosace filicula,ÓğÒ¶µãµØÃ·,5,6,6,8,NA,Primulaceae,CB
Poncirus trifoliata,è×,5,6,10,11,NA,Rutaceae,WD
Populus ¡Á canadensis,¼ÓÑî,4,4,5,6,NA,Salicaceae,WD
Populus adenopoda,ÏìÒ¶Ñî,3,4,4,5,NA,Salicaceae,WD
Populus cathayana,ÇàÑî,3,5,5,7,NA,Salicaceae,WD
Populus davidiana,É½Ñî,3,4,4,5,Populus,Salicaceae,WD
Populus davidiana var. tomentella,È×Ã«É½Ñî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus haoana,µÂÇÕÑî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus haoana var. macrocarpa,´ó¹ûµÂÇÕÑî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus kangdingensis,¿µ¶¨Ñî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus lancifolia,ÊİÒ¶Ñî,NA,NA,6,6,NA,Salicaceae,WD
Populus lasiocarpa,´óÒ¶Ñî,4,5,5,6,Populus,Salicaceae,WD
Populus przewalskii,Çà¸ÊÑî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus pseudoglauca,³¤ĞòÑî,5,5,6,7,Populus,Salicaceae,WD
Populus pseudosimonii,Ğ¡ÇàÑî,3,4,4,5,NA,Salicaceae,WD
Populus purdomii,¶¬¹ÏÑî,4,5,5,6,Populus,Salicaceae,WD
Populus rotundifolia,Ô²Ò¶Ñî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus rotundifolia var. bonatii,µáÄÏÉ½Ñî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus rotundifolia var. duclouxiana,ÇåÏªÑî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus schneideri,Î÷ÄÏÑî,4,4,5,6,NA,Salicaceae,WD
Populus simonii,Ğ¡Ò¶Ñî,3,5,4,6,NA,Salicaceae,WD
Populus suaveolens,ÌğÑî,5,5,6,6,NA,Salicaceae,WD
Populus szechuanica,´¨Ñî,4,5,5,6,Populus,Salicaceae,WD
Populus szechuanica var. tibetica,²Ø´¨Ñî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus tomentosa,Ã«°×Ñî,3,3,4,5,NA,Salicaceae,WD
Populus trinervis,ÈıÂöÇàÑî,3,3,4,4,NA,Salicaceae,WD
Populus trinervis var. shimianica,Ê¯ÃŞÑî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus wilsonii,ÒÎÑî,4,5,5,6,Populus,Salicaceae,WD
Populus xiangchengensis,Ïç³ÇÑî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus yatungensis,ÑÇ¶«Ñî,NA,NA,NA,NA,NA,Salicaceae,WD
Populus yunnanensis,µáÑî,4,4,4,5,NA,Salicaceae,WD
Populus yunnanensis var. microphylla,Ğ¡Ò¶µáÑî,NA,NA,NA,NA,NA,Salicaceae,WD
Poranopsis paniculata,Ô²×¶°×»¨Ò¶,10,12,3,4,NA,Convolvulaceae,WD
Poranopsis sinensis,°×»¨Ò¶,10,12,11,2,NA,Convolvulaceae,WD
Portulaca oleracea,Âí³İÜÈ,5,8,6,9,Portulaca,Portulacaceae,CB
Potamogeton crispus,İÏ²İ,4,7,4,7,NA,Potamogetonaceae,CB
Potamogeton distinctus,ÑÛ×Ó²Ë,5,10,5,10,NA,Potamogetonaceae,CB
Potamogeton filiformis,Ë¿Ò¶ÑÛ×Ó²Ë,7,10,7,10,NA,Potamogetonaceae,CB
Potamogeton gramineus,ºÌÒ¶ÑÛ×Ó²Ë,7,9,7,9,NA,Potamogetonaceae,CB
Potamogeton heterophyllus,ÒìÒ¶ÑÛ×Ó²Ë,7,9,7,9,NA,Potamogetonaceae,CB
Potamogeton maackianus,Î¢³İÑÛ×Ó²Ë,6,9,6,9,NA,Potamogetonaceae,CB
Potamogeton oxyphyllus,¼âÒ¶ÑÛ×Ó²Ë,6,10,6,10,NA,Potamogetonaceae,CB
Potamogeton pectinatus,ó÷³İÑÛ×Ó²Ë,5,10,5,10,NA,Potamogetonaceae,CB
Potamogeton pusillus,Ğ¡ÑÛ×Ó²Ë,5,10,5,10,NA,Potamogetonaceae,CB
Potentilla acaulis,ĞÇÃ«Î¯Áê²Ë,4,8,4,8,Potentilla,Rosaceae,CB
Potentilla ancistrifolia,ÖåÒ¶Î¯Áê²Ë,5,9,5,9,Potentilla,Rosaceae,CB
Potentilla anserina,Ş§Âé,6,8,6,8,NA,Rosaceae,CB
Potentilla articulata,¹Ø½ÚÎ¯Áê²Ë,6,9,NA,NA,Potentilla,Rosaceae,CB
Potentilla biflora var. lahulensis,ÎåÒ¶Ë«»¨Î¯Áê²Ë,6,8,6,8,NA,Rosaceae,CB
Potentilla bifurca,¶şÁÑÎ¯Áê²Ë,5,9,5,9,Potentilla,Rosaceae,CB
Potentilla bifurca var. humilior,°«Éú¶şÁÑÎ¯Áê²Ë,5,10,5,10,NA,Rosaceae,CB
Potentilla centigrana,Éßİ®Î¯Áê²Ë,4,8,4,8,NA,Rosaceae,CB
Potentilla chinensis,Î¯Áê²Ë,4,10,4,10,Potentilla,Rosaceae,CB
Potentilla commutata var. polyandra,¶àÈïÎ¯Áê²Ë,7,8,7,8,NA,Rosaceae,CB
Potentilla conferta,´óİàÎ¯Áê²Ë,6,9,NA,NA,Potentilla,Rosaceae,CB
Potentilla coriandrifolia,İ´Ò¶Î¯Áê²Ë,7,9,7,9,Potentilla,Rosaceae,CB
Potentilla coriandrifolia var. dumosa,´ÔÉúİ´Ò¶Î¯Áê²Ë,NA,NA,NA,NA,NA,Rosaceae,CB
Potentilla crenulata,Ô²³İÎ¯Áê²Ë,NA,NA,NA,NA,NA,Rosaceae,CB
Potentilla cryptotaeniae,ÀÇÑÀÎ¯Áê²Ë,7,9,7,9,NA,Rosaceae,CB
Potentilla cuneata,Ğ¨Ò¶Î¯Áê²Ë,6,10,6,10,NA,Rosaceae,CB
Potentilla discolor,·­°×²İ,5,9,5,9,Potentilla,Rosaceae,CB
Potentilla eriocarpa,Ã«¹ûÎ¯Áê²Ë,7,10,7,10,Potentilla,Rosaceae,WD
Potentilla eriocarpa var. tsarongensis,ÁÑÒ¶Ã«¹ûÎ¯Áê²Ë,NA,NA,NA,NA,NA,Rosaceae,WD
Potentilla fallens,´¨µáÎ¯Áê²Ë,5,8,5,8,Potentilla,Rosaceae,CB
Potentilla festiva,ºÏ¶úÎ¯Áê²Ë,6,10,6,10,NA,Rosaceae,CB
Potentilla fragarioides,İ®Ò¶Î¯Áê²Ë,4,6,6,8,Potentilla,Rosaceae,CB
Potentilla freyniana,ÈıÒ¶Î¯Áê²Ë,3,6,3,6,Potentilla,Rosaceae,CB
Potentilla fruticosa,½ğÂ¶Ã·,6,9,6,9,Potentilla,Rosaceae,WD
Potentilla fruticosa var. albicans,°×Ã«½ğÂ¶Ã·,6,9,6,9,NA,Rosaceae,WD
Potentilla fruticosa var. arbuscula,·üÃ«½ğÂ¶Ã·,7,8,7,8,NA,Rosaceae,WD
Potentilla fruticosa var. pumila,µæ×´½ğÂ¶Ã·,6,6,NA,NA,NA,Rosaceae,WD
Potentilla glabra,ÒøÂ¶Ã·,6,11,6,11,Potentilla,Rosaceae,WD
Potentilla glabra var. mandshurica,°×Ã«ÒøÂ¶Ã·,5,9,5,9,NA,Rosaceae,WD
Potentilla glabra var. veitchii,·üÃ«ÒøÂ¶Ã·,7,8,7,8,NA,Rosaceae,WD
Potentilla gombalana,´¨±ßÎ¯Áê²Ë,7,7,NA,NA,Potentilla,Rosaceae,CB
Potentilla granulosa,ÏÙÁ£Î¯Áê²Ë,7,8,7,8,Potentilla,Rosaceae,CB
Potentilla griffithii,ÈáÃ«Î¯Áê²Ë,5,10,5,10,Potentilla,Rosaceae,CB
Potentilla griffithii var. velutina,³¤ÈáÃ«Î¯Áê²Ë,NA,NA,NA,NA,NA,Rosaceae,CB
Potentilla hypargyrea,°×±³Î¯Áê²Ë,8,9,8,9,Potentilla,Rosaceae,CB
Potentilla kleiniana,Éßº¬Î¯Áê²Ë,4,9,4,9,Potentilla,Rosaceae,CB
Potentilla lancinata,ÌõÁÑÎ¯Áê²Ë,6,9,6,9,Potentilla,Rosaceae,CB
Potentilla leuconota,ÒøÒ¶Î¯Áê²Ë,5,10,5,10,Potentilla,Rosaceae,CB
Potentilla leuconota var. brachyphyllaria,ÍÑÃ«ÒøÒ¶Î¯Áê²Ë,7,8,7,8,NA,Rosaceae,CB
Potentilla leuconota var. omeiensis,¶ëÃ¼ÒøÒ¶Î¯Áê²Ë,5,8,5,8,NA,Rosaceae,CB
Potentilla limprichtii,ÏÂ½­Î¯Áê²Ë,10,10,10,10,Potentilla,Rosaceae,CB
Potentilla lineata,Î÷ÄÏÎ¯Áê²Ë,6,10,6,10,Potentilla,Rosaceae,CB
Potentilla longifolia,ÏÙÃ«Î¯Áê²Ë,7,9,7,9,Potentilla,Rosaceae,CB
Potentilla macrosepala,´ó»¨Î¯Áê²Ë,7,11,NA,NA,Potentilla,Rosaceae,CB
Potentilla microphylla,Ğ¡Ò¶Î¯Áê²Ë,6,8,6,9,Potentilla,Rosaceae,CB
Potentilla multicaulis,¶à¾¥Î¯Áê²Ë,4,9,4,9,Potentilla,Rosaceae,CB
Potentilla multifida,¶àÁÑÎ¯Áê²Ë,5,8,NA,NA,Potentilla,Rosaceae,CB
Potentilla multifida var. nubigena,°«Éú¶àÁÑÎ¯Áê²Ë,5,7,5,7,NA,Rosaceae,CB
Potentilla multifida var. ornithopoda,ÕÆÒ¶¶àÁÑÎ¯Áê²Ë,NA,NA,NA,NA,NA,Rosaceae,CB
Potentilla nervosa,ÏÔÂöÎ¯Áê¼«,6,7,6,7,Potentilla,Rosaceae,CB
Potentilla parvifolia,Ğ¡Ò¶½ğÂ¶Ã·,6,8,6,8,Potentilla,Rosaceae,WD
Potentilla parvifolia var. hypoleuca,°×Ã«Ğ¡Ò¶½ğÂ¶Ã·,4,9,4,9,NA,Rosaceae,WD
Potentilla peduncularis,×Ü¹£Î¯Áê²Ë,5,10,5,10,NA,Rosaceae,CB
Potentilla pendula,´¹»¨Î¯Áê²Ë,7,7,NA,NA,Potentilla,Rosaceae,CB
Potentilla plumosa,ÓğÃ«Î¯Áê²Ë,6,8,6,8,Potentilla,Rosaceae,CB
Potentilla polyphylla,¶àÒ¶Î¯Áê²Ë,7,10,7,10,Potentilla,Rosaceae,CB
Potentilla polyphylla var. interrupta,¼ä¶ÏÎ¯Áê²Ë,7,9,7,9,NA,Rosaceae,CB
Potentilla potaninii,»ªÎ÷Î¯Áê²Ë,6,8,6,8,Potentilla,Rosaceae,CB
Potentilla potaninii var. compsophylla,ÁÑÒ¶»ªÎ÷Î¯Áê²Ë,6,9,6,9,NA,Rosaceae,CB
Potentilla reptans,ÙéÙëÎ¯Áê²Ë,6,8,6,8,Potentilla,Rosaceae,CB
Potentilla reptans var. sericophylla,¾îÃ«ÙéÙëÎ¯Áê²Ë,4,9,4,9,NA,Rosaceae,CB
Potentilla saundersiana,¶¤ÖùÎ¯Áê²Ë,6,8,6,8,Potentilla,Rosaceae,CB
Potentilla saundersiana var. caespitosa,´ÔÉú¶¤ÖùÎ¯Áê²Ë,NA,NA,NA,NA,NA,Rosaceae,CB
Potentilla saundersiana var. jacquemontii,ÁÑİà¶¤ÖùÎ¯Áê²Ë,NA,NA,NA,NA,NA,Rosaceae,CB
Potentilla saundersiana var. subpinnata,ÓğÒ¶¶¤ÖùÎ¯Áê²Ë,NA,NA,NA,NA,NA,Rosaceae,CB
Potentilla simulatrix,µÈ³İÎ¯Áê²Ë,4,10,4,10,Potentilla,Rosaceae,CB
Potentilla sischanensis,Î÷É½Î¯Áê²Ë,4,8,4,8,Potentilla,Rosaceae,CB
Potentilla sischanensis var. peterae,³İÁÑÎ÷É½Î¯Áê²Ë,5,8,5,8,NA,Rosaceae,CB
Potentilla smithiana,³İİàÎ¯Áê²Ë,5,8,5,8,NA,Rosaceae,CB
Potentilla stenophylla,ÏÁÒ¶Î¯Áê²Ë,7,9,7,9,Potentilla,Rosaceae,CB
Potentilla stenophylla var. emergens,¿µ¶¨Î¯Áê²Ë,6,8,6,8,NA,Rosaceae,CB
Potentilla stenophylla var. taliensis,´óÀíÎ¯Áê²Ë,7,10,7,10,NA,Rosaceae,CB
Potentilla supina var. ternata,ÈıÒ¶³¯ÌìÎ¯Áê²Ë,NA,NA,NA,NA,NA,Rosaceae,CB
Potentilla tanacetifolia,¾ÕÒ¶Î¯Áê²Ë,5,10,5,10,Potentilla,Rosaceae,CB
Potentilla turfosa,´ØÉúÎ¯Áê²Ë,8,9,NA,NA,Potentilla,Rosaceae,CB
Potentilla wenchuensis,ãë´¨Î¯Áê²Ë,5,10,5,10,NA,Rosaceae,CB
Pothos chinensis,Ê¯¸Ì×Ó,1,12,1,12,Pothos,Araceae,WD
Pothos repens,°Ù×ãÌÙ,3,4,5,7,Pothos,Araceae,WD
Pouzolzia calophylla,ÃÀÒ¶ÎíË®¸ğ,7,7,NA,NA,Pouzolzia,Urticaceae,WD
Pouzolzia niveotomentosa,Ñ©Õ±ÎíË®¸ğ,6,6,NA,NA,Pouzolzia,Urticaceae,WD
Pouzolzia sanguinea,ºìÎíË®¸ğ,4,8,NA,NA,Pouzolzia,Urticaceae,WD
Pouzolzia sanguinea var. elegans,ÑÅÖÂÎíË®¸ğ,5,7,NA,NA,NA,Urticaceae,WD
Pouzolzia zeylanica,ÎíË®¸ğ,5,5,NA,NA,Pouzolzia,Urticaceae,CB
Premna acutata,¼â³İ¶¹¸¯²ñ,6,11,6,11,NA,Verbenaceae,WD
Premna ligustroides,³ô»Æ¾£,5,7,5,7,Premna,Verbenaceae,WD
Premna mekongensis,À½²×¶¹¸¯²ñ,6,9,6,9,Premna,Verbenaceae,WD
Premna microphylla,¶¹¸¯²ñ,5,10,5,10,Premna,Verbenaceae,WD
Premna oligantha,ÉÙ»¨¶¹¸¯²ñ,6,10,6,10,Premna,Verbenaceae,WD
Premna puberula,ºü³ô²ñ,5,8,5,8,Premna,Verbenaceae,WD
Premna steppicola,²İÆÂ¶¹¸¯²ñ,NA,NA,10,10,NA,Verbenaceae,WD
Premna subcapitata,½üÍ·×´¶¹¸¯²ñ,5,8,5,8,Premna,Verbenaceae,WD
Premna yunnanensis,ÔÆÄÏ¶¹¸¯²ñ,5,9,5,9,Premna,Verbenaceae,WD
Prenanthes angustiloba,Ï¸ÁÑ¸£Íõ²İ,8,8,8,8,NA,Asteraceae,CB
Prenanthes faberi,ÏÁ×¶¸£Íõ²İ,8,8,8,8,NA,Asteraceae,CB
Prenanthes leptantha,Ï¸»¨¸£Íõ²İ,NA,NA,NA,NA,NA,Asteraceae,CB
Prenanthes macrophylla,¶àÁÑ¸£Íõ²İ,7,10,7,10,NA,Asteraceae,CB
Prenanthes tatarinowii,¸£Íõ²İ,8,10,8,10,NA,Asteraceae,CB
Primula advena,ÕÛ°êÑ©É½±¨´º,7,8,NA,NA,Primula,Primulaceae,CB
Primula aemula,´Öİã±¨´º,7,7,NA,NA,NA,Primulaceae,CB
Primula agleniana,Èé»ÆÑ©É½±¨´º,5,6,NA,NA,NA,Primulaceae,CB
Primula alsophila,Âû¾¥±¨´º,6,7,NA,NA,Primula,Primulaceae,CB
Primula amethystina,×Ï¾§±¨´º,6,7,NA,NA,Primula,Primulaceae,CB
Primula amethystina subsp. argutidens,¼â³İ×Ï¾§±¨´º,6,7,NA,NA,NA,Primulaceae,CB
Primula amethystina subsp. brevifolia,¶ÌÒ¶×Ï¾§±¨´º,6,7,NA,NA,NA,Primulaceae,CB
Primula anisodora,ÜîÏãµÆÌ¨±¨´º,5,6,NA,NA,NA,Primulaceae,CB
Primula aromatica,Ïã»¨±¨´º,7,8,NA,NA,Primula,Primulaceae,CB
Primula aurantiaca,³ÈºìµÆÌ¨±¨´º,5,5,NA,NA,NA,Primulaceae,CB
Primula bathangensis,°ÍÌÁ±¨´º,6,7,NA,NA,NA,Primulaceae,CB
Primula beesiana,Ï¼ºìµÆÌ¨±¨´º,6,7,NA,NA,Primula,Primulaceae,CB
Primula bella,É½Àö±¨´º,7,8,NA,NA,Primula,Primulaceae,CB
Primula bergenioides,ÑÒ°×²ËÒ¶±¨´º,NA,NA,NA,NA,NA,Primulaceae,CB
Primula blattariformis,µØ»ÆÒ¶±¨´º,7,7,NA,NA,Primula,Primulaceae,CB
Primula blinii,²ÚÃ«±¨´º,6,7,8,8,Primula,Primulaceae,CB
Primula boreiocalliantha,Ä¾Àï±¨´º,5,6,NA,NA,NA,Primulaceae,CB
Primula bracteata,Ğ¡°ú±¨´º,3,5,NA,NA,Primula,Primulaceae,CB
Primula bullata,ÖåÒ¶±¨´º,5,6,7,8,Primula,Primulaceae,CB
Primula bulleyana,½ÛºìµÆÌ¨±¨´º,6,7,NA,NA,Primula,Primulaceae,CB
Primula calliantha,ÃÀ»¨±¨´º,4,6,7,8,NA,Primulaceae,CB
Primula calthifolia,Â¿Ìã²İÒ¶±¨´º,6,6,NA,NA,Primula,Primulaceae,CB
Primula cavaleriei,Ç­Î÷±¨´º,NA,NA,NA,NA,NA,Primulaceae,CB
Primula celsiiformis,ÏÔÂö±¨´º,5,5,NA,NA,NA,Primulaceae,CB
Primula cerina,À¯»Æ±¨´º,6,7,NA,NA,Primula,Primulaceae,CB
Primula cernua,´¹»¨Ëë×´±¨´º,7,7,NA,NA,Primula,Primulaceae,CB
Primula chartacea,¸ïÒ¶±¨´º,4,5,NA,NA,NA,Primulaceae,CB
Primula chienii,Çà³Ç±¨´º,3,3,NA,NA,NA,Primulaceae,CB
Primula chionantha,×Ï»¨Ñ©É½±¨´º,5,7,NA,NA,NA,Primulaceae,CB
Primula chungensis,ÖĞµéµÆÌ¨±¨´º,5,6,NA,NA,Primula,Primulaceae,CB
Primula cinerascens,»ÒÂÌ±¨´º,4,5,NA,NA,Primula,Primulaceae,CB
Primula cockburniana,¶ì»ÆµÆÌ¨±¨´º,6,7,8,8,Primula,Primulaceae,CB
Primula coerulea,À¶»¨´óÒ¶±¨´º,3,4,NA,NA,NA,Primulaceae,CB
Primula crassa,Ã«ÂÑÒ¶±¨´º,3,3,NA,NA,NA,Primulaceae,CB
Primula crocifolia,·¬ºì±¨´º,5,5,NA,NA,Primula,Primulaceae,CB
Primula davidii,´óÒ¶±¦ĞË±¨´º,4,4,NA,NA,NA,Primulaceae,CB
Primula deflexa,Ëë»¨±¨´º,6,7,7,8,Primula,Primulaceae,CB
Primula denticulata,Çò»¨±¨´º,4,6,NA,NA,NA,Primulaceae,CB
Primula denticulata subsp. sinodenticulata,µá±±Çò»¨±¨´º,3,4,4,4,NA,Primulaceae,CB
Primula diantha,Ë«»¨±¨´º,6,6,7,8,Primula,Primulaceae,CB
Primula dickieana,Õ¹°ê×Ï¾§±¨´º,6,7,NA,NA,NA,Primulaceae,CB
Primula dryadifolia,Ê¯ÑÒ±¨´º,6,7,6,7,Primula,Primulaceae,CB
Primula efarinosa,ÎŞ·Û±¨´º,5,5,NA,NA,NA,Primulaceae,CB
Primula epilosa,¶şÀÉÉ½±¨´º,4,5,NA,NA,NA,Primulaceae,CB
Primula erratica,¸ÊÄÏ±¨´º,3,3,NA,NA,Primula,Primulaceae,CB
Primula faberi,¶ëÃ¼±¨´º,6,7,7,8,Primula,Primulaceae,CB
Primula fagosa,³Ç¿Ú±¨´º,5,5,6,6,NA,Primulaceae,CB
Primula fangii,½ğ´¨·Û±¨´º,5,7,7,8,Primula,Primulaceae,CB
Primula fasciculata,Êø»¨±¨´º,6,6,7,8,Primula,Primulaceae,CB
Primula fernaldiana,ÑÅ¶«·Û±¨´º,5,5,NA,NA,Primula,Primulaceae,CB
Primula firmipes,İãÁ¢ÖÓ±¨´º,5,6,NA,NA,NA,Primulaceae,CB
Primula flaccida,´¹»¨±¨´º,6,8,NA,NA,Primula,Primulaceae,CB
Primula flava,»Æ»¨·Û±¨´º,5,8,NA,NA,Primula,Primulaceae,CB
Primula forbesii,Ğ¡±¨´º,2,3,NA,NA,Primula,Primulaceae,CB
Primula gemmifera,°úÑ¿·Û±¨´º,5,8,8,9,Primula,Primulaceae,CB
Primula gemmifera var. amoena,ºñÒ¶°úÑ¿±¨´º,5,7,NA,NA,NA,Primulaceae,CB
Primula geraniifolia,µá²Ø±¨´º,6,7,7,7,Primula,Primulaceae,CB
Primula giraldiana,Ì«°×É½×ÏËë±¨´º,7,8,NA,NA,Primula,Primulaceae,CB
Primula gracilenta,³¤°êËë»¨±¨´º,6,6,NA,NA,Primula,Primulaceae,CB
Primula graminifolia,ºÌÒ¶±¨´º,6,7,8,9,Primula,Primulaceae,CB
Primula heucherifolia,±¦ĞËÕÆÒ¶±¨´º,6,6,NA,NA,Primula,Primulaceae,CB
Primula hoffmanniana,´¨±´´àİô±¨´º,5,5,NA,NA,NA,Primulaceae,CB
Primula hoii,µ¥É¡³¤±ú±¨´º,6,6,NA,NA,NA,Primulaceae,CB
Primula homogama,¶ëÃ¼È±ÁÑ±¨´º,6,7,NA,NA,Primula,Primulaceae,CB
Primula humilis,°«İãÈ±ÁÑ±¨´º,6,6,NA,NA,Primula,Primulaceae,CB
Primula kialensis,µÈ¹£±¨´º,4,6,NA,NA,Primula,Primulaceae,CB
Primula kialensis subsp. breviloba,¶ÌÍ²µÈ¹£±¨´º,4,5,NA,NA,NA,Primulaceae,CB
Primula knuthiana,À«İà±¨´º,5,7,7,8,Primula,Primulaceae,CB
Primula laciniata,ÌõÁÑÒ¶±¨´º,6,6,NA,NA,Primula,Primulaceae,CB
Primula limbata,³×Ò¶Ñ©É½±¨´º,6,7,NA,NA,NA,Primulaceae,CB
Primula lungchiensis,Áú³Ø±¨´º,6,6,NA,NA,NA,Primulaceae,CB
Primula malacoides,±¨´º»¨,2,5,3,6,NA,Primulaceae,CB
Primula malvacea,¿ûÒ¶±¨´º,7,7,NA,NA,Primula,Primulaceae,CB
Primula maximowiczii,ëÙÖ¬»¨,5,6,7,7,Primula,Primulaceae,CB
Primula melanantha,Éî×Ï±¨´º,6,6,NA,NA,NA,Primulaceae,CB
Primula melanops,·Ûİã±¨´º,6,7,NA,NA,NA,Primulaceae,CB
Primula mollis,»ÒÃ«±¨´º,NA,NA,NA,NA,NA,Primulaceae,CB
Primula monticola,ÖĞµéº£Ë®ÏÉ,4,4,NA,NA,Primula,Primulaceae,CB
Primula moupinensis,±¦ĞË±¨´º,4,4,5,6,Primula,Primulaceae,CB
Primula moupinensis subsp. barkamensis,Âí¶û¿µ±¨´º,4,4,5,6,NA,Primulaceae,CB
Primula munroi,×Ü°ú±¨´º,NA,NA,NA,NA,NA,Primulaceae,CB
Primula munroi subsp. yargongensis,ÑÅ½­±¨´º,NA,NA,NA,NA,NA,Primulaceae,CB
Primula muscarioides,÷ê²İ±¨´º,6,7,NA,NA,NA,Primulaceae,CB
Primula neurocalyx,±£¿µ±¨´º,5,7,NA,NA,Primula,Primulaceae,CB
Primula nutans,ÌìÉ½±¨´º,5,6,NA,NA,NA,Primulaceae,CB
Primula nutantiflora,¸©´¹·Û±¨´º,5,6,7,8,Primula,Primulaceae,CB
Primula obconica,¶õ±¨´º,3,6,NA,NA,NA,Primulaceae,CB
Primula obconica subsp. begoniiformis,º£ÌÄÒ¶¶õ±¨´º,NA,NA,NA,NA,NA,Primulaceae,CB
Primula odontocalyx,³İİà±¨´º,3,5,6,7,NA,Primulaceae,CB
Primula optata,ĞÄÔ¸±¨´º,5,6,NA,NA,Primula,Primulaceae,CB
Primula orbicularis,Ô²°ê»Æ»¨±¨´º,6,7,NA,NA,NA,Primulaceae,CB
Primula oreodoxa,Ó­Ñô±¨´º,4,5,NA,NA,Primula,Primulaceae,CB
Primula ovalifolia,ÂÑÒ¶±¨´º,3,4,5,6,NA,Primulaceae,CB
Primula oxygraphidifolia,ÑÅõÅ»¨Ò¶±¨´º,6,7,NA,NA,NA,Primulaceae,CB
Primula palmata,ÕÆÒ¶±¨´º,5,6,NA,NA,Primula,Primulaceae,CB
Primula pauliana,×ÜĞò±¨´º,7,7,NA,NA,Primula,Primulaceae,CB
Primula pauliana var. huiliensis,»áÀí×ÜĞò±¨´º,7,7,NA,NA,NA,Primulaceae,CB
Primula pinnatifida,ÓğÒ¶Ëë»¨±¨´º,7,8,8,10,Primula,Primulaceae,CB
Primula poissonii,º£ÏÉ»¨,5,7,NA,NA,NA,Primulaceae,CB
Primula polyneura,¶àÂö±¨´º,5,6,7,8,Primula,Primulaceae,CB
Primula prattii,ÑÅíÃ»Æ±¨´º,5,6,8,9,Primula,Primulaceae,CB
Primula pseudodenticulata,µáº£Ë®ÏÉ»¨,12,2,3,4,Primula,Primulaceae,CB
Primula pseudoglabra,ËÉÅË±¨´º,5,5,NA,NA,Primula,Primulaceae,CB
Primula pulchella,Àö»¨±¨´º,6,7,NA,NA,Primula,Primulaceae,CB
Primula pulverulenta,·Û±»µÆÌ¨±¨´º,5,6,NA,NA,Primula,Primulaceae,CB
Primula purdomii,×ÏÂŞÀ¼±¨´º,6,7,8,8,Primula,Primulaceae,CB
Primula pycnoloba,ÃÜÁÑ±¨´º,5,5,6,7,Primula,Primulaceae,CB
Primula rockii,ÏË±úÖåÒ¶±¨´º,6,6,NA,NA,Primula,Primulaceae,CB
Primula rupicola,»Æ·ÛÈ±ÁÑ±¨´º,6,7,NA,NA,Primula,Primulaceae,CB
